# Magic number=05072024, 05 July 2024, PCS
# Single electron capture cross sections, n state-selective
# Fe^25+ + H -> Fe^24+ + H^+
# Method=MCLZ
# P. C. Stancil et al. 2024, to be submitted
# ----------------------------------------------------------------------------
# Energy		Cross sections (10^-16 cm^2)
# (eV/u)       	n=20          	n=19          	n=18          	n=17          	n=16          	n=15          	n=14          	n=13          	n=12          	n=11          	n=10          	n=9           	n=8           	n=7           	n=6           	n=5           	n=4           	n=3           	n=2           	Total
6.181e+01	3.9363795e+01	1.1131689e-03	6.4080187e-08	2.9568960e-12	1.0011586e-16	2.4221745e-21	4.2345924e-26	5.6599271e-31	6.4661141e-36	7.5529556e-41	1.1635902e-45	3.2929094e-50	2.4839831e-54	7.2189552e-58	1.0865104e-60	4.4620101e-63	2.1792984e-64	3.0367538e-65	7.1149121e-66	3.9364908e+01
6.507e+01	3.9486693e+01	1.3896221e-03	9.8791486e-08	5.6691653e-12	2.4015580e-16	7.3042681e-21	1.6101052e-25	2.7134573e-30	3.8914155e-35	5.6469358e-40	1.0617357e-44	3.5731690e-49	3.1013998e-53	9.9942378e-57	1.6085775e-59	6.9108008e-62	3.4254964e-63	4.8058232e-64	1.1275796e-64	3.9488083e+01
6.849e+01	3.9610249e+01	1.7282127e-03	1.5116384e-07	1.0746930e-11	5.6746640e-16	2.1619529e-20	5.9889017e-25	1.2688321e-29	2.2787293e-34	4.1009506e-39	9.4020413e-44	3.7627713e-48	3.7606933e-52	1.3453935e-55	2.3185991e-58	1.0433272e-60	5.2509869e-62	7.4191155e-63	1.7433287e-63	3.9611977e+01
7.210e+01	3.9734238e+01	2.1412299e-03	2.2956796e-07	2.0143332e-11	1.3207926e-15	6.2804096e-20	2.1789070e-24	5.7858399e-29	1.2979664e-33	2.8916045e-38	8.0753139e-43	3.8425520e-47	4.4248660e-51	1.7593619e-54	3.2504854e-57	1.5337891e-59	7.8420609e-61	1.1161604e-61	2.6268228e-62	3.9736379e+01
7.590e+01	3.9858450e+01	2.6430046e-03	3.4603191e-07	3.7330691e-11	3.0281451e-15	1.7905594e-19	7.7534199e-24	2.5724190e-28	7.1896544e-33	1.9788365e-37	6.7235709e-42	3.8027477e-46	5.0478481e-50	2.2329493e-53	4.4279317e-56	2.1935574e-58	1.1399320e-59	1.6348635e-60	3.8538352e-61	3.9861094e+01
7.989e+01	3.9982680e+01	3.2501688e-03	5.1769403e-07	6.8407085e-11	6.8387297e-15	5.0101105e-19	2.6983042e-23	1.1150157e-27	3.8720174e-32	1.3138853e-36	5.4243086e-41	3.6448489e-45	5.5791587e-49	2.7482819e-52	5.8560252e-55	3.0491753e-57	1.6113905e-58	2.3293409e-59	5.5002663e-60	3.9985930e+01
8.410e+01	4.0106745e+01	3.9819333e-03	7.6877026e-07	1.2395240e-10	1.5214178e-14	1.3758584e-18	9.1838727e-23	4.7114336e-27	2.0271397e-31	8.4618707e-36	4.2385851e-40	3.3816900e-44	5.9703484e-48	3.2777239e-51	7.5127856e-54	4.1162686e-56	2.2132743e-57	3.2256942e-58	7.6303699e-59	4.0110727e+01
8.853e+01	4.0230472e+01	4.8603825e-03	1.1331937e-06	2.2210148e-10	3.3344271e-14	3.7084179e-18	3.0570748e-22	1.9406345e-26	1.0315730e-30	5.2850048e-35	3.2068937e-39	3.0356873e-43	6.1821666e-47	3.7853900e-50	9.3426275e-53	5.3923316e-55	2.9515293e-56	4.3382948e-57	1.0281277e-57	4.0235334e+01
9.319e+01	4.0353691e+01	5.9107860e-03	1.6581230e-06	3.9356787e-10	7.1998978e-14	9.8112084e-18	9.9529591e-22	7.7921036e-26	5.1022100e-30	3.2005595e-34	2.3486387e-38	2.6355655e-42	6.1910164e-46	4.2306070e-49	1.1254023e-51	6.8499927e-54	3.8187931e-55	5.6625572e-56	1.3445632e-56	4.0359604e+01
9.809e+01	4.0476256e+01	7.1619236e-03	2.4085641e-06	6.8975219e-10	1.5318041e-13	2.5480903e-17	3.1695446e-21	3.0500202e-25	2.4527275e-29	1.8791484e-33	1.6646438e-37	2.2122571e-41	5.9932370e-45	4.5730142e-48	1.3123340e-50	8.4325358e-53	4.7905630e-54	7.1683637e-55	1.7055542e-55	4.0483420e+01
1.033e+02	4.0598026e+01	8.6464210e-03	3.4734008e-06	1.1956656e-09	3.2114227e-13	6.4970110e-17	9.8737839e-21	1.1639074e-24	1.1459893e-28	1.0696078e-32	1.1416396e-36	1.7948153e-40	5.6061440e-44	4.7784962e-47	1.4805792e-49	1.0053544e-51	5.8232653e-53	8.7959219e-54	2.0972064e-54	4.0606676e+01
1.087e+02	4.0718840e+01	1.0401096e-02	4.9731973e-06	2.0502712e-09	6.6352970e-13	1.6265772e-16	3.0093060e-20	4.3305762e-24	5.2044644e-28	5.9021384e-32	7.5751431e-36	1.4071118e-39	5.0654920e-43	4.8247622e-46	1.6152799e-48	1.1602066e-50	6.8553208e-52	1.0455861e-52	2.4984611e-53	4.0729246e+01
1.144e+02	4.0838591e+01	1.2467307e-02	7.0701983e-06	3.4781093e-09	1.3512895e-12	3.9990886e-16	8.9744614e-20	1.5712323e-23	2.2976019e-27	3.1573806e-31	4.8627250e-35	1.0658307e-38	4.4198770e-42	4.7053204e-45	1.7033174e-47	1.2953650e-49	7.8118625e-51	1.2034861e-51	2.8823502e-52	4.0851065e+01
1.204e+02	4.0957148e+01	1.4891307e-02	9.9810348e-06	5.8378642e-09	2.7128310e-12	9.6569977e-16	2.6192794e-19	5.5599357e-23	9.8612039e-27	1.6375922e-30	3.0198734e-34	7.7991550e-38	3.7233241e-41	4.4308648e-44	1.7354090e-46	1.3986142e-48	8.6129836e-50	1.3407045e-50	3.2186419e-51	4.0972050e+01
1.268e+02	4.1074399e+01	1.7724590e-02	1.3992726e-05	9.6960542e-09	5.3696859e-12	2.2908334e-15	7.4828450e-19	1.9191610e-22	4.1153597e-26	8.2355099e-30	1.8143879e-33	5.5128621e-37	3.0276658e-40	4.0276807e-43	1.7077203e-45	1.4597651e-47	9.1844489e-49	1.4449897e-49	3.4776082e-50	4.1092138e+01
1.335e+02	4.1190201e+01	2.1024229e-02	1.9482655e-05	1.5937507e-08	1.0480841e-11	5.3394437e-15	2.0929098e-18	6.4632726e-22	1.6702706e-25	4.0164359e-29	1.0547126e-32	3.7641605e-36	2.3762285e-39	3.5334032e-42	1.6226057e-44	1.4723095e-46	9.4689583e-48	1.5062116e-48	3.6343077e-49	4.1211245e+01
1.405e+02	4.1304461e+01	2.4853209e-02	2.6943292e-05	2.5929034e-08	2.0176102e-11	1.2230253e-14	5.7322765e-18	2.1241680e-21	6.5941184e-25	1.8998989e-28	5.9326359e-32	2.4827397e-35	1.7998643e-38	2.9910901e-41	1.4882822e-43	1.4345608e-45	9.4356191e-47	1.5179818e-47	3.6725419e-48	4.1329341e+01
1.479e+02	4.1417072e+01	2.9280731e-02	3.7012522e-05	4.1759107e-08	3.8313174e-11	2.7536071e-14	1.5377886e-17	6.8143509e-21	2.5328968e-24	8.7185862e-28	3.2294881e-31	1.5819595e-34	1.3156825e-37	2.4429347e-40	1.3174963e-42	1.3500047e-44	9.0854573e-46	1.4787526e-46	3.5876179e-47	4.1446390e+01
1.557e+02	4.1527928e+01	3.4382495e-02	5.0510548e-05	6.6584792e-08	7.1780621e-11	6.0952233e-14	4.0417036e-17	2.1343739e-20	9.4684431e-24	3.8822743e-27	1.7016476e-30	9.7388329e-34	9.2817553e-37	1.9249017e-39	1.1254897e-41	1.2267620e-43	8.4516096e-45	1.3921327e-45	3.3872621e-46	4.1562361e+01
1.639e+02	4.1636895e+01	4.0240958e-02	6.8484386e-05	1.0512826e-07	1.3270749e-10	1.3267707e-13	1.0409763e-16	6.5289680e-20	3.4455460e-23	1.6778789e-26	8.6805382e-30	5.7933324e-33	6.3197940e-36	1.4632127e-38	9.2772095e-41	1.0762795e-42	7.5940708e-44	1.2663319e-44	3.0904483e-45	4.1677204e+01
1.725e+02	4.1743879e+01	4.6945551e-02	9.2261098e-05	1.6437938e-07	2.4215624e-10	2.8406730e-13	2.6280903e-16	1.9510580e-19	1.2209048e-22	7.0402654e-26	4.2881365e-29	3.3307164e-32	4.1534885e-35	1.0730376e-37	7.3782180e-40	9.1154597e-42	6.5901659e-43	1.1128565e-43	2.7243835e-44	4.1790917e+01
1.816e+02	4.1848775e+01	5.4592850e-02	1.2351089e-04	2.5457902e-07	4.3620694e-10	5.9836864e-13	6.5055058e-16	5.6973930e-19	4.2138863e-22	2.8688012e-25	2.0518751e-28	1.8510851e-31	2.6352395e-34	7.5919810e-37	5.6615631e-39	7.4522492e-41	5.5228771e-42	9.4474589e-43	2.3203293e-43	4.1903492e+01
1.911e+02	4.1951476e+01	6.3286704e-02	1.6432137e-04	3.9058008e-07	7.7584015e-10	1.2403492e-12	1.5793732e-15	1.6262824e-18	1.4170994e-21	1.1356180e-24	9.5130509e-28	9.9471712e-31	1.6143556e-33	5.1828518e-36	4.1916175e-38	5.8807754e-40	4.4694986e-41	7.7472998e-42	1.9091585e-42	4.2014928e+01
2.012e+02	4.2051829e+01	7.3138314e-02	2.1728406e-04	5.9371131e-07	1.3627681e-09	2.5307773e-12	3.7616271e-15	4.5390711e-18	4.6449302e-21	4.3684700e-24	4.2747549e-27	5.1698076e-30	9.5507970e-33	3.4143860e-35	2.9944244e-37	4.4793959e-39	3.4927642e-40	6.1367122e-41	1.5175285e-41	4.2125185e+01
2.118e+02	4.2149760e+01	8.4266236e-02	2.8559449e-04	8.9430230e-07	2.3644490e-09	5.0840224e-12	8.7918601e-15	1.2391681e-17	1.4844630e-20	1.6335917e-23	1.8623874e-26	2.5994354e-29	5.4581311e-32	2.1709917e-34	2.0643011e-36	3.2934902e-38	2.6357499e-39	4.6954388e-40	1.1653066e-40	4.2234313e+01
2.229e+02	4.2245151e+01	9.6796342e-02	3.7316699e-04	1.3350686e-06	4.0530797e-09	1.0058068e-11	2.0171055e-14	3.3100130e-17	4.6272723e-20	5.9406294e-23	7.8695361e-26	1.2648879e-28	3.0138886e-31	1.3325728e-33	1.3734630e-35	2.3376232e-37	1.9208142e-38	3.4704877e-39	8.6451344e-40	4.2342322e+01
2.347e+02	4.2337845e+01	1.1086169e-01	4.8476518e-04	1.9756028e-06	6.8655760e-09	1.9601361e-11	4.5441188e-14	8.6539013e-17	1.4073571e-19	2.1016450e-22	3.2263298e-25	5.9585599e-28	1.6084804e-30	7.8978643e-33	8.8209484e-35	1.6018314e-36	1.3519107e-37	2.4780539e-38	6.1967555e-39	4.2449194e+01
2.470e+02	4.2427710e+01	1.2660233e-01	6.2614910e-04	2.8982726e-06	1.1494635e-08	3.7638657e-11	1.0054850e-13	2.2152645e-16	4.1779994e-19	7.2358911e-22	1.2838538e-24	2.7183368e-27	8.2993987e-30	4.5209033e-32	5.4695463e-34	1.0598381e-35	9.1905246e-37	1.7095486e-37	4.2920358e-38	4.2554942e+01
2.600e+02	4.2514676e+01	1.4416505e-01	8.0423967e-04	4.2158882e-06	1.9025219e-08	7.1231207e-11	2.1859436e-13	5.5541936e-16	1.2111034e-18	2.4255061e-21	4.9606887e-24	1.2014397e-26	4.1415838e-29	2.5001144e-31	3.2750706e-33	6.7719163e-35	6.0356309e-36	1.1396173e-36	2.8729350e-37	4.2659650e+01
2.737e+02	4.2598522e+01	1.6370300e-01	1.0273009e-03	6.0815699e-06	3.1136534e-08	1.3289455e-10	4.6706036e-13	1.3644255e-15	3.4293283e-18	7.9189172e-21	1.8619393e-23	5.1464583e-26	1.9995430e-28	1.3361231e-30	1.8942206e-32	4.1793973e-34	3.8297214e-35	7.3419464e-36	1.8587461e-36	4.2763259e+01
2.881e+02	4.2679195e+01	1.8537528e-01	1.3051404e-03	8.7013247e-06	5.0397223e-08	2.4448767e-10	9.8109579e-13	3.2852213e-15	9.4889882e-18	2.5191884e-20	6.7915371e-23	2.1374694e-25	9.3433592e-28	6.9028365e-30	1.0585198e-31	2.4919410e-33	2.3483179e-34	4.5721063e-35	1.1625858e-35	4.2865884e+01
3.033e+02	4.2756463e+01	2.0934646e-01	1.6493269e-03	1.2349918e-05	8.0691551e-08	4.4364123e-10	2.0266925e-12	7.7556574e-15	2.5667474e-17	7.8120975e-20	2.4084376e-22	8.6111057e-25	4.2272135e-27	3.4486943e-29	5.7168120e-31	1.4357754e-32	1.3918269e-33	2.7527246e-34	7.0312008e-35	4.2967472e+01
3.193e+02	4.2830226e+01	2.3578592e-01	2.0734257e-03	1.7390710e-05	1.2782727e-07	7.9422538e-10	4.1184708e-12	1.7958305e-14	6.7899895e-17	2.3624877e-19	8.3072332e-22	3.3664559e-24	1.8525139e-26	1.6668154e-28	2.9849206e-30	7.9959949e-32	7.9754557e-33	1.6026859e-33	4.1127447e-34	4.3068103e+01
3.361e+02	4.2900337e+01	2.6486722e-01	2.5932497e-03	2.4300215e-05	2.0039243e-07	1.4031491e-09	8.2354836e-12	4.0799829e-14	1.7573117e-16	6.9702853e-19	2.7881921e-21	1.2777135e-23	7.8669814e-26	7.7963828e-28	1.5072370e-29	4.3054414e-31	4.4195716e-32	9.0256827e-33	2.3272273e-33	4.3167822e+01
3.538e+02	4.2966573e+01	2.9676736e-01	3.2271253e-03	3.3698221e-05	3.1094896e-07	2.4469364e-09	1.6209885e-11	9.0981045e-14	4.4513681e-16	2.0072243e-18	9.1102029e-21	4.7101606e-23	3.2387872e-25	3.5305755e-27	7.3629891e-29	2.2420886e-30	2.3690833e-31	4.9178221e-32	1.2742832e-32	4.3266602e+01
3.724e+02	4.3028877e+01	3.3166594e-01	3.9961708e-03	4.6384377e-05	4.7767646e-07	4.2131821e-09	3.1415254e-11	1.9920305e-13	1.1040138e-15	5.6440600e-18	2.8991317e-20	1.6872433e-22	1.2932343e-24	1.5485474e-26	3.4810622e-28	1.1295790e-29	1.2288113e-30	2.5932812e-31	6.7536138e-32	4.3364586e+01
3.920e+02	4.3086988e+01	3.6974426e-01	4.9245842e-03	6.3382230e-05	7.2661043e-07	7.1643262e-09	5.9965600e-11	4.2839628e-13	2.6820243e-15	1.5503294e-17	8.9895728e-20	5.8757057e-22	5.0105942e-24	6.5813572e-26	1.5933906e-27	5.5075146e-29	6.1692372e-30	1.3238557e-30	3.4656108e-31	4.3461721e+01
4.127e+02	4.3140732e+01	4.1118436e-01	6.0399385e-03	8.5991758e-05	1.0946559e-06	1.2034443e-08	1.1277036e-10	9.0521424e-13	6.3845255e-15	4.1617818e-17	2.7173086e-19	1.9901472e-21	1.8845972e-23	2.7114933e-25	7.0641411e-27	2.5997006e-28	2.9989062e-29	6.5445979e-30	1.7223980e-30	4.3558043e+01
4.344e+02	4.3190029e+01	4.5616803e-01	7.3734795e-03	1.1585141e-04	1.6336015e-06	1.9974181e-08	2.0900079e-10	1.8800235e-12	1.4898476e-14	1.0923043e-16	8.0106114e-19	6.5592963e-21	6.8844302e-23	1.0834229e-24	3.0346067e-26	1.1884463e-27	1.4119835e-28	3.1341503e-29	8.2935500e-30	4.3653688e+01
4.573e+02	4.3234602e+01	5.0487567e-01	8.9604229e-03	1.5501078e-04	2.4154066e-06	3.2764981e-08	3.8184655e-10	3.8391095e-12	3.4093456e-14	2.8041576e-16	2.3041846e-18	2.1046566e-20	2.4436713e-22	4.2003150e-24	1.2636751e-25	5.2636891e-27	6.4415129e-28	1.4544550e-28	3.8703429e-29	4.3748596e+01
4.813e+02	4.3274380e+01	5.5748526e-01	1.0840246e-02	2.0601490e-04	3.5390947e-06	5.3131639e-08	6.8792995e-10	7.7108222e-12	7.6539148e-14	7.0443390e-16	6.4698121e-18	6.5775317e-20	8.4323734e-22	1.5807425e-23	5.1032499e-25	2.2595736e-26	2.8483892e-27	6.5430291e-28	1.7511141e-28	4.3842915e+01
5.067e+02	4.3309066e+01	6.1417115e-01	1.3056966e-02	2.7200112e-04	5.1396430e-06	8.5192606e-08	1.2224719e-09	1.5237723e-11	1.6863422e-13	1.7323702e-15	1.7741332e-17	2.0031266e-19	2.8300720e-21	5.7774934e-23	1.9995338e-24	9.4051252e-26	1.2213232e-26	2.8543999e-27	7.6841241e-28	4.3936572e+01
5.334e+02	4.3338523e+01	6.7510288e-01	1.5659407e-02	3.5680953e-04	7.3993299e-06	1.3510072e-07	2.1433660e-09	2.9636933e-11	3.6477228e-13	4.1724010e-15	4.7533253e-17	5.9473517e-19	9.2426179e-21	2.0517413e-22	7.6046040e-24	3.7973887e-25	5.0798746e-26	1.2080141e-26	3.2715415e-27	4.4029649e+01
5.614e+02	4.3362610e+01	7.4044397e-01	1.8701441e-02	4.6510749e-04	1.0562074e-05	2.1194381e-07	3.7088420e-09	5.6752261e-11	7.7495215e-13	9.8459385e-15	1.2448617e-16	1.7223215e-18	2.9386796e-20	7.0830124e-22	2.8085919e-23	1.4878956e-24	2.0504150e-25	4.9615607e-26	1.3519353e-26	4.4122232e+01
5.910e+02	4.3381070e+01	8.1035079e-01	2.2242198e-02	6.0252890e-04	1.4951367e-05	3.2899545e-07	6.3355604e-09	1.0703133e-10	1.6175808e-12	2.2773675e-14	3.1882418e-16	4.8672669e-18	9.1007930e-20	2.3781232e-21	1.0077793e-22	5.6599791e-24	8.0348159e-25	1.9784507e-25	5.4246981e-26	4.4214281e+01
6.221e+02	4.3393770e+01	8.8497126e-01	2.6346253e-02	7.7582849e-04	2.0992479e-05	5.0543166e-07	1.0686977e-08	1.9886381e-10	3.3185954e-12	5.1652510e-14	7.9887847e-16	1.3428902e-17	2.7465397e-19	7.7692868e-21	3.5148722e-22	2.0912372e-23	3.0580020e-24	7.6624487e-25	2.1143921e-25	4.4305885e+01
6.549e+02	4.3400507e+01	9.6444373e-01	3.1083759e-02	9.9305098e-04	2.9239683e-05	7.6865966e-07	1.7805920e-08	3.6412877e-10	6.6941747e-12	1.1492316e-13	1.9592987e-15	3.6189541e-17	8.0813074e-19	2.4709758e-20	1.1921337e-21	7.5081278e-23	1.1308692e-23	2.8835206e-24	8.0087123e-25	4.4397057e+01
6.894e+02	4.3401157e+01	1.0488957e+00	3.6530546e-02	1.2637149e-03	4.0409317e-05	1.1574415e-06	2.9310861e-08	6.5727020e-10	1.3281567e-11	2.5093134e-13	4.7054413e-15	9.5304717e-17	2.3193978e-18	7.6543180e-20	3.9338420e-21	2.6205711e-22	4.0652511e-23	1.0548044e-23	2.9490799e-24	4.4487888e+01
7.256e+02	4.3395532e+01	1.1384429e+00	4.2768161e-02	1.5990103e-03	5.5419519e-05	1.7260364e-06	4.7682641e-08	1.1699192e-09	2.5927703e-11	5.3790400e-13	1.1070498e-14	2.4537726e-16	6.4964252e-18	2.3104959e-19	1.2635471e-20	8.8959863e-22	1.4211909e-22	3.7522916e-23	1.0561819e-23	4.4578399e+01
7.639e+02	4.3383325e+01	1.2331880e+00	4.9883855e-02	2.0120089e-03	7.5437556e-05	2.5496340e-06	7.6677994e-08	2.0541019e-09	4.9818650e-11	1.1324686e-12	2.5526204e-14	6.1793232e-16	1.7765841e-17	6.7994559e-19	3.9523462e-20	2.9384993e-21	4.8339149e-22	1.2986178e-22	3.6804665e-23	4.4668487e+01
8.041e+02	4.3364590e+01	1.3332197e+00	5.7970505e-02	2.5178854e-03	1.0193564e-04	3.7314030e-06	1.2191837e-07	3.5585358e-09	9.4250025e-11	2.3425334e-12	5.7708605e-14	1.5227561e-15	4.7458528e-17	1.9517408e-18	1.2045204e-19	9.4491129e-21	1.6003684e-21	4.3743357e-22	1.2484298e-22	4.4758404e+01
8.464e+02	4.3339014e+01	1.4386114e+00	6.7126479e-02	3.1341480e-03	1.3675612e-04	5.4115384e-06	1.9171799e-07	6.0845833e-09	1.7562192e-10	4.7626423e-12	1.2797077e-13	3.6736403e-15	1.2389774e-16	5.4670997e-18	3.5782899e-19	2.9593200e-20	5.1595195e-21	1.4347490e-21	4.1239088e-22	4.4848028e+01
8.910e+02	4.3306398e+01	1.5494212e+00	7.7455423e-02	3.8808747e-03	1.8218691e-04	7.7787509e-06	2.9823416e-07	1.0271297e-08	3.2242405e-10	9.5208225e-12	2.7846787e-13	8.6802374e-15	3.1625304e-16	1.4951518e-17	1.0366810e-18	9.0308851e-20	1.6205472e-20	4.5841711e-21	1.3271662e-21	4.4937346e+01
9.379e+02	4.3266736e+01	1.6656899e+00	8.9065982e-02	4.7809534e-03	2.4104793e-04	1.1084706e-05	4.5904601e-07	1.7122895e-08	5.8340341e-10	1.8720810e-11	5.9485227e-13	2.0096699e-14	7.8963769e-16	3.9940379e-17	2.9304103e-18	2.6866337e-19	4.9610371e-20	1.4274320e-20	4.1629515e-21	4.5026526e+01
9.873e+02	4.3219862e+01	1.7874412e+00	1.0207144e-01	5.8603214e-03	3.1678920e-04	1.5661983e-05	6.9929595e-07	2.8197265e-08	1.0407401e-09	3.6220567e-11	1.2479179e-12	4.5610308e-14	1.9294802e-15	1.0426564e-16	8.0859301e-18	7.7952244e-19	1.4809389e-19	4.3335992e-20	1.2732871e-20	4.5115568e+01
1.039e+03	4.3165445e+01	1.9146806e+00	1.1658933e-01	7.1482010e-03	4.1360112e-04	2.1946186e-05	1.0545605e-06	4.5880999e-08	1.8309811e-09	6.8979563e-11	2.5720312e-12	1.0151516e-13	4.6160158e-15	2.6611794e-16	2.1789800e-17	2.2069514e-18	4.3127186e-19	1.2833048e-19	3.7991799e-20	4.5204300e+01
1.094e+03	4.3103652e+01	2.0473951e+00	1.3274087e-01	8.6773267e-03	5.3653718e-04	3.0502891e-05	1.5746555e-06	7.3785465e-08	3.1778088e-09	1.2935159e-10	5.2101174e-12	2.2167174e-13	1.0816870e-14	6.6437113e-16	5.7372047e-17	6.0996135e-18	1.2257719e-18	3.7084076e-19	1.1063223e-19	4.5293034e+01
1.152e+03	4.3034145e+01	2.1855526e+00	1.5065046e-01	1.0484159e-02	6.9164924e-04	4.2060160e-05	2.3286224e-06	1.1730990e-07	5.4425906e-09	2.3892312e-10	1.0376836e-11	4.7509490e-13	2.4838973e-14	1.6231128e-15	1.4766310e-16	1.6464857e-17	3.4017898e-18	1.0461886e-18	3.1455130e-19	4.5381569e+01
1.212e+03	4.2956821e+01	2.3291016e+00	1.7044502e-01	1.2609079e-02	8.8613505e-04	5.7547386e-05	3.4111919e-06	1.8443190e-07	9.2012476e-09	4.3483642e-10	2.0327818e-11	9.9981006e-13	5.5917935e-14	3.8822493e-15	3.7167827e-16	4.3426954e-17	9.2222867e-18	2.8826053e-18	8.7359197e-19	4.5469924e+01
1.276e+03	4.2871670e+01	2.4779712e+00	1.9225329e-01	1.5096564e-02	1.1284975e-03	7.8141240e-05	4.9510693e-06	2.8680347e-07	1.5359521e-08	7.8004313e-10	3.9181813e-11	2.0667852e-12	1.2346368e-13	9.0951121e-15	9.1534143e-16	1.1197088e-16	2.4434092e-17	7.7606850e-18	2.3709449e-18	4.5558203e+01
1.343e+03	4.2778540e+01	2.6320708e+00	2.1620506e-01	1.7995331e-02	1.4287148e-03	1.0531949e-04	7.1214426e-06	4.4125240e-07	2.5323448e-08	1.3796764e-09	7.4336646e-11	4.1984087e-12	2.6747324e-13	2.0879171e-14	2.2065569e-15	2.8235292e-16	6.3295427e-17	2.0424002e-17	6.2909781e-18	4.5646353e+01
1.414e+03	4.2677388e+01	2.7912902e+00	2.4243038e-01	2.1358446e-02	1.7984201e-03	1.4092341e-04	1.0153169e-05	6.7181428e-07	4.1248117e-08	2.4068006e-09	1.3886728e-10	8.3840444e-12	5.6879283e-13	4.6988022e-14	5.2090245e-15	6.9665311e-16	1.6038283e-16	5.2564526e-17	1.6326134e-17	4.5734417e+01
1.488e+03	4.2568103e+01	2.9554998e+00	2.7105870e-01	2.5243402e-02	2.2510889e-03	1.8722950e-04	1.4351148e-05	1.0124508e-06	6.6395860e-08	4.1423130e-09	2.5552097e-10	1.6465198e-11	1.1877837e-12	1.0370873e-13	1.2047528e-14	1.6825653e-15	3.9768791e-16	1.3235489e-16	4.1457071e-17	4.5822358e+01
1.567e+03	4.2450618e+01	3.1245507e+00	3.0221795e-01	2.9712145e-02	2.8022325e-03	2.4703097e-04	2.0114444e-05	1.5106439e-06	1.0564540e-07	7.0358845e-09	4.6326672e-10	3.1811714e-11	2.4367112e-12	2.2458487e-13	2.7310431e-14	3.9797012e-15	9.6541477e-16	3.2618613e-16	1.0304835e-16	4.5910170e+01
1.649e+03	4.2324953e+01	3.2982754e+00	3.3603364e-01	3.4831061e-02	3.4695942e-03	3.2372957e-04	2.7960756e-05	2.2320949e-06	1.6620637e-07	1.1797715e-08	8.2786421e-10	6.0488552e-11	4.9127570e-12	4.7737857e-13	6.0706412e-14	9.2223660e-15	2.2954030e-15	7.8713934e-16	2.5083239e-16	4.5997916e+01
1.736e+03	4.2190976e+01	3.4764878e+00	3.7262787e-01	4.0670910e-02	4.2733463e-03	4.2143790e-04	3.8555890e-05	3.2667991e-06	2.5860957e-07	1.9534773e-08	1.4586572e-09	1.1323526e-10	9.7379873e-12	9.9641408e-13	1.3237315e-13	2.0947669e-14	5.3476410e-15	1.8607090e-15	5.9813118e-16	4.6085499e+01
1.827e+03	4.2048697e+01	3.6589845e+00	4.1211844e-01	4.7306702e-02	5.2362837e-03	5.4509234e-04	5.2748880e-05	4.7368129e-06	3.9806271e-07	3.1950331e-08	2.5348568e-09	2.0876901e-10	1.8984583e-11	2.0430823e-12	2.8327357e-13	4.6656959e-14	1.2212560e-14	4.3104753e-15	1.3977868e-15	4.6172946e+01
1.924e+03	4.1898032e+01	3.8455446e+00	4.5461778e-01	5.4817526e-02	6.3840115e-03	7.0057635e-04	7.1613429e-05	6.8060773e-06	6.0628410e-07	5.1632320e-08	4.3460715e-09	3.7920740e-10	3.6415241e-11	4.1169218e-12	5.9515717e-13	1.0194553e-13	2.7351030e-14	9.7896953e-15	3.2024162e-15	4.6260176e+01
2.025e+03	4.1739127e+01	4.0359312e+00	5.0023209e-01	6.3286307e-02	7.7451219e-03	8.9485377e-04	9.6496325e-05	9.6927103e-06	9.1395369e-07	8.2464571e-08	7.3539039e-09	6.7883105e-10	6.8750356e-11	8.1558439e-12	1.2281546e-12	2.1861114e-13	6.0095492e-14	2.1806524e-14	7.1955751e-15	4.6347324e+01
2.132e+03	4.1572021e+01	4.2298919e+00	5.4906037e-01	7.2799521e-02	9.3513560e-03	1.1361111e-03	1.2907345e-04	1.3684225e-05	1.3639513e-06	1.3020581e-07	1.2284244e-08	1.1980240e-09	1.2780058e-10	1.5890614e-11	2.4902541e-12	4.6026461e-13	1.2959498e-13	4.7659586e-14	1.5862011e-14	4.6434404e+01
2.244e+03	4.1396532e+01	4.4271599e+00	6.0119347e-01	8.3446838e-02	1.1237749e-02	1.4339082e-03	1.7141388e-04	1.9156176e-05	2.0155862e-06	2.0329459e-07	2.0263635e-08	2.0851164e-09	2.3399700e-10	3.0461477e-11	4.9633421e-12	9.5181039e-13	2.7440209e-13	1.0224265e-13	3.4316506e-14	4.6521197e+01
2.362e+03	4.1212813e+01	4.6274551e+00	6.5671327e-01	9.5320719e-02	1.3442749e-02	1.7993351e-03	2.2605264e-04	2.6594766e-05	2.9500586e-06	3.1395441e-07	3.3018024e-08	3.5801000e-09	4.2214143e-10	5.7472470e-11	9.7277547e-12	1.9340812e-12	5.7070548e-13	2.1537803e-13	7.2886055e-14	4.6607801e+01
2.486e+03	4.1020798e+01	4.8304848e+00	7.1569177e-01	1.0851593e-01	1.6008313e-02	2.2451741e-03	2.9607224e-04	3.6623986e-05	4.2774364e-06	4.7969271e-07	5.3158583e-08	6.0659169e-09	7.5062601e-10	1.0676395e-10	1.8755310e-11	3.8632393e-12	1.1663584e-12	4.4568142e-13	1.5202903e-13	4.6694081e+01
