# Magic number=05072024, 05 July 2024, PCS
# Single electron capture cross sections, n state-selective
# Fe^25+ + H -> Fe^24+ + H^+
# Method=MCLZ
# P. C. Stancil et al. 2024, to be submitted
# ----------------------------------------------------------------------------
# Energy		Cross sections (10^-16 cm^2)
# (eV/u)       	n=20          	n=19          	n=18          	n=17          	n=16          	n=15          	n=14          	n=13          	n=12          	n=11          	n=10          	n=9           	n=8           	n=7           	n=6           	n=5           	n=4           	n=3           	n=2           	n=1           	Total
4.100e+01	4.1978629e+00	2.2920877e-05	1.8501616e-10	1.1570717e-15	5.0321059e-21	1.4938009e-26	3.1407282e-32	5.1516025e-38	7.8137035e-44	1.4167800e-49	4.3459349e-55	3.4308811e-60	1.0845645e-64	2.0154463e-68	2.7814523e-71	1.9707151e-73	8.6308331e-75	1.1238016e-75	2.6090409e-76	2.6192218e-77	4.1978858e+00
4.316e+01	4.3227593e+00	3.0186575e-05	3.1153999e-10	2.5039353e-15	1.4059020e-20	5.4029481e-26	1.4701626e-31	3.1058331e-37	6.0010883e-43	1.3606084e-48	5.0796855e-54	4.7142053e-59	1.6840046e-63	3.3993656e-67	4.9257381e-70	3.5872840e-72	1.5886902e-73	2.0789384e-74	4.8313719e-75	4.8520465e-76	4.3227895e+00
4.543e+01	4.4497426e+00	3.9593895e-05	5.2053905e-10	5.3578064e-15	3.8710644e-20	1.9202561e-25	6.7455818e-31	1.8320355e-36	4.5046220e-42	1.2768269e-47	5.8056336e-53	6.3426746e-58	2.5648623e-62	5.6339932e-66	8.5832887e-69	6.4312309e-71	2.8813757e-72	3.7901893e-73	8.8175556e-74	8.8587810e-75	4.4497821e+00
4.783e+01	4.5787125e+00	5.1719191e-05	8.6294502e-10	1.1333830e-14	1.0501737e-19	6.7036864e-25	3.0322717e-30	1.0566100e-35	3.3019338e-41	1.1696168e-46	6.4802068e-52	8.3445211e-57	3.8263073e-61	9.1615670e-65	1.4694669e-67	1.1338469e-69	5.1414376e-71	6.7998667e-72	1.5836817e-72	1.5917450e-73	4.5787642e+00
5.034e+01	4.7095653e+00	6.7276837e-05	1.4192720e-09	2.3698896e-14	2.8063896e-19	2.2979987e-24	1.3347833e-29	5.9546091e-35	2.3616580e-40	1.0448284e-45	7.0559386e-51	1.0720902e-55	5.5831937e-60	1.4595844e-63	2.4680672e-66	1.9629890e-68	9.0129867e-70	1.1987775e-70	2.7951745e-71	2.8106277e-72	4.7096326e+00
5.299e+01	4.8421946e+00	8.7147467e-05	2.3156364e-09	4.8976533e-14	7.3859487e-19	7.7328870e-24	5.7513475e-29	3.2772439e-34	1.6469917e-39	9.0938024e-45	7.4865328e-50	1.3434775e-54	7.9578376e-59	2.2750665e-62	4.0610610e-65	3.3325897e-67	1.5500789e-68	2.0738627e-69	4.8414647e-70	4.8704529e-71	4.8422817e+00
5.579e+01	4.9764914e+00	1.1241076e-04	3.7477759e-09	1.0002615e-13	1.9141048e-18	2.5537697e-23	2.4248736e-28	1.7606246e-33	1.1192011e-38	7.7052468e-44	7.7327322e-49	1.6402090e-53	1.1065481e-57	3.4649150e-61	6.5377609e-64	5.5407717e-66	2.6119667e-67	3.5160530e-68	8.2187015e-69	8.2718718e-70	4.9766038e+00
5.872e+01	5.1123445e+00	1.4438324e-04	6.0166971e-09	2.0186992e-13	4.8839285e-18	8.2752236e-23	1.0000811e-27	9.2286497e-33	7.4064939e-38	6.3509827e-43	7.7680252e-48	1.9488168e-52	1.4993142e-56	5.1497011e-60	1.0284302e-62	9.0101870e-65	4.3068978e-66	5.8347501e-67	1.3656727e-67	1.3751989e-68	5.1124889e+00
6.181e+01	5.2496413e+00	1.8466156e-04	9.5810427e-09	4.0256727e-13	1.2267978e-17	2.6306448e-22	4.0336152e-27	4.7180048e-32	4.7706621e-37	5.0887649e-42	7.5830732e-47	2.2511869e-51	1.9773238e-55	7.4601760e-59	1.5788974e-61	1.4313640e-63	6.9410580e-65	9.4659574e-66	2.2186667e-66	2.2353217e-67	5.2498259e+00
6.507e+01	5.3882679e+00	2.3517171e-04	1.5133245e-08	7.9323004e-13	3.0335067e-17	8.2029779e-22	1.5906448e-26	2.3517250e-31	2.9895582e-36	3.9612745e-41	7.1878734e-46	2.5259155e-50	2.5355513e-54	1.0522280e-57	2.3630415e-60	2.2188286e-62	1.0920908e-63	1.4996607e-64	3.5200701e-65	3.5484579e-66	5.3885031e+00
6.849e+01	5.5281094e+00	2.9822443e-04	2.3709145e-08	1.5443547e-12	7.3835452e-17	2.5087951e-21	6.1319233e-26	1.1426273e-30	1.8219023e-35	2.9941394e-40	6.6110608e-45	2.7505705e-49	3.1583074e-53	1.4434773e-56	3.4439756e-59	3.3526360e-61	1.6757079e-62	2.3176348e-63	5.4483227e-64	5.4954505e-65	5.5284076e+00
7.210e+01	5.6690507e+00	3.7657747e-04	3.6844210e-08	2.9708681e-12	1.7689825e-16	7.5251477e-21	2.3105119e-25	5.4102349e-30	1.0794083e-34	2.1964221e-39	5.8963508e-44	2.9045914e-48	3.8179707e-52	1.9240857e-55	4.8829348e-58	4.9328334e-60	2.5049865e-61	3.4904736e-62	8.2184799e-63	8.2946195e-64	5.6694273e+00
7.590e+01	5.8109765e+00	4.7350453e-04	5.6793906e-08	5.6469838e-12	4.1717826e-16	2.2136370e-20	8.5087950e-25	2.4960067e-29	6.2153594e-34	1.5630975e-38	5.0967438e-43	2.9723382e-47	4.4755498e-51	2.4897590e-54	6.7285657e-57	7.0605591e-59	3.6447470e-60	5.1180106e-61	1.2070592e-61	1.2190203e-62	5.8114501e+00
7.989e+01	5.9537716e+00	5.9287153e-04	8.6841510e-08	1.0606250e-11	9.6843353e-16	6.3861253e-20	3.0623359e-24	1.1218579e-28	3.4775025e-33	1.0787717e-37	4.2676104e-42	2.9456791e-46	5.0835312e-50	3.1249418e-53	9.0032821e-56	9.8225879e-58	5.1570081e-59	7.2998103e-60	1.7246115e-60	1.7428681e-61	5.9543646e+00
8.410e+01	6.0973214e+00	7.3921998e-04	1.3172377e-07	1.9685252e-11	2.2130310e-15	1.8068339e-19	1.0770958e-23	4.9119685e-28	1.8902211e-32	7.2180272e-37	3.4599733e-41	2.8255276e-45	5.5909977e-49	3.8013689e-52	1.1688515e-54	1.3270727e-56	7.0898316e-58	1.0119458e-58	2.3950938e-59	2.4221485e-60	6.0980607e+00
8.853e+01	6.2415119e+00	9.1785762e-04	1.9821377e-07	3.6106165e-11	4.9785458e-15	5.0138355e-19	3.7023615e-23	2.0949803e-27	9.9803613e-32	4.6811237e-36	2.7151741e-40	2.6219383e-44	5.9504044e-48	4.4785935e-51	1.4711878e-53	1.7398387e-55	9.4633818e-57	1.3624019e-57	3.2306542e-58	3.2695532e-59	6.2424300e+00
9.319e+01	6.3862302e+00	1.1349560e-03	2.9591125e-07	6.5450951e-11	1.1026826e-14	1.3646609e-18	1.2437869e-22	8.7037983e-27	5.1183896e-31	2.9420162e-35	2.0617070e-39	2.3526875e-43	6.1248329e-47	5.1069856e-50	1.7940061e-52	2.2118601e-54	1.2255153e-55	1.7801118e-56	4.2294906e-57	4.2837200e-58	6.3873655e+00
9.809e+01	6.5313645e+00	1.3976548e-03	4.3830400e-07	1.1726884e-10	2.4047738e-14	3.6435406e-18	4.0840217e-22	3.5225389e-26	2.5495169e-30	1.7916228e-34	1.5144444e-38	2.0406207e-42	6.0942140e-46	5.6331854e-49	2.1181143e-51	2.7249251e-53	1.5387465e-54	2.2557940e-55	5.3707208e-56	5.4439828e-57	6.5327626e+00
1.033e+02	6.6768044e+00	1.7141727e-03	6.4417927e-07	2.0769396e-10	5.1644382e-14	9.5437091e-18	1.3108383e-21	1.3888308e-25	1.2334516e-29	1.0571080e-33	1.0759544e-37	1.7103317e-41	5.8590758e-45	6.0073315e-48	2.4198741e-50	3.2511572e-52	1.8721016e-53	2.7707767e-54	6.6109682e-55	6.7068277e-56	6.6785192e+00
1.087e+02	6.8224407e+00	2.0939230e-03	9.3948334e-07	3.6365223e-10	1.0923265e-13	2.4528117e-17	4.1132405e-21	5.3349667e-25	5.7962254e-29	6.0429408e-33	7.3924597e-37	1.3848655e-40	5.4408547e-44	6.1907757e-47	2.6737897e-49	3.7546548e-51	2.2058055e-52	3.2969822e-53	7.8840573e-54	8.0054782e-55	6.8245355e+00
1.144e+02	6.9681658e+00	2.5476353e-03	1.3597479e-06	6.2953540e-10	2.2757437e-13	6.1863003e-17	1.2619961e-20	1.9969084e-24	2.6458338e-28	3.3468608e-32	4.9113520e-36	1.0830725e-39	4.8786068e-43	6.1626504e-46	2.8559481e-48	4.1950402e-50	2.5157337e-51	3.7986587e-52	9.1048661e-53	9.2536855e-54	6.9707148e+00
1.204e+02	7.1138738e+00	3.0874796e-03	1.9532269e-06	1.0776540e-09	4.6709119e-13	1.5314080e-16	3.7865633e-20	7.2844326e-24	1.1733407e-27	1.7960129e-31	3.1551036e-35	8.1802608e-39	4.2228333e-42	5.9237498e-45	2.9477003e-47	4.5325700e-49	2.7760565e-50	4.2359436e-51	1.0177597e-51	1.0354023e-52	7.1169632e+00
1.268e+02	7.2594601e+00	3.7271936e-03	2.7849143e-06	1.8244022e-09	9.4462179e-13	3.7215479e-16	1.1112927e-19	2.5901369e-23	5.0558489e-27	9.3390549e-31	1.9598826e-34	5.9661696e-38	3.5277996e-41	5.4967270e-44	2.9388042e-46	4.7339697e-48	2.9626897e-49	4.5698844e-50	1.1007661e-50	1.1209893e-51	7.2631901e+00
1.335e+02	7.4048218e+00	4.4822117e-03	3.9416430e-06	3.0549451e-09	1.8826378e-12	8.8800322e-16	3.1907914e-19	8.9789905e-23	2.1171392e-26	4.7062291e-30	1.1772602e-33	4.2016832e-37	2.8440087e-40	4.9224865e-43	2.8293007e-45	4.7778309e-47	3.0569427e-48	4.7680964e-49	1.1515261e-49	1.1739332e-50	7.4093080e+00
1.405e+02	7.5498576e+00	5.3697921e-03	5.5384967e-06	5.0604566e-09	3.6983354e-12	2.0809150e-15	8.9650508e-19	3.0353434e-22	8.6174561e-26	2.2987390e-29	6.8388135e-33	2.8572673e-36	2.2122893e-39	4.2535808e-42	2.6296455e-44	4.6583596e-46	3.0486043e-47	4.8099355e-48	1.1648024e-48	1.1887939e-49	7.5552329e+00
1.479e+02	7.6944675e+00	6.4091430e-03	7.7268012e-06	8.2936066e-09	7.1623897e-12	4.7900302e-15	2.4654465e-18	1.0008522e-21	3.4102250e-25	1.0885198e-28	3.8424766e-32	1.8762814e-35	1.6604075e-38	3.5461159e-41	2.3590352e-43	4.3865686e-45	2.9377606e-46	4.6900431e-47	1.1389919e-47	1.1638100e-48	7.7008844e+00
1.557e+02	7.8385527e+00	7.6215446e-03	1.0703995e-05	1.3450251e-08	1.3677477e-11	1.0833423e-14	6.6379928e-18	3.2197924e-21	1.3124154e-24	4.9981506e-28	2.0885063e-31	1.1898776e-34	1.2023941e-37	2.8519248e-40	2.0423046e-42	3.9885840e-44	2.7348989e-45	4.4194206e-46	1.0764346e-46	1.1012338e-47	7.8461850e+00
1.639e+02	7.9820162e+00	9.0304639e-03	1.4725714e-05	2.1588271e-08	2.5759482e-11	2.4079066e-14	1.7502147e-17	1.0108871e-20	4.9131868e-24	2.2259571e-27	1.0983500e-30	7.2881679e-34	8.4014582e-37	2.2125272e-39	1.7061008e-41	3.5014303e-43	2.4592456e-44	4.0237438e-45	9.8306002e-46	1.0069934e-46	7.9910614e+00
1.725e+02	8.1247616e+00	1.0661663e-02	2.0120450e-05	3.4298447e-08	4.7856412e-11	5.2609764e-14	4.5204203e-17	3.0982868e-20	1.7897259e-23	9.6178399e-27	5.5901804e-30	4.3123769e-33	5.6646422e-36	1.6557769e-38	1.3751651e-40	2.9672507e-42	2.1357091e-43	3.5392769e-44	8.6744437e-45	8.8975022e-46	8.1354434e+00
1.816e+02	8.2666937e+00	1.2543296e-02	2.7307198e-05	5.3947319e-08	8.7721407e-11	1.1301987e-13	1.1439916e-16	9.2729451e-20	6.3456539e-23	4.0329269e-26	2.7542482e-29	2.4653730e-32	3.6859655e-35	1.1953440e-37	1.0694412e-39	2.4272336e-41	1.7911115e-42	3.0073041e-43	7.3949097e-44	7.5956588e-45	8.2792643e+00
1.911e+02	8.4077182e+00	1.4705991e-02	3.6816484e-05	8.4018437e-08	1.5868123e-10	2.3879004e-13	2.8375952e-16	2.7109955e-19	2.1906595e-22	1.6416592e-25	1.3140021e-28	1.3621197e-31	2.3150367e-34	8.3251882e-37	8.0244236e-39	1.9164641e-40	1.4505091e-41	2.4682774e-42	6.0901785e-43	6.2646366e-44	8.4224611e+00
2.012e+02	8.5477413e+00	1.7182925e-02	4.9315227e-05	1.2958651e-07	2.8333044e-10	4.9632244e-13	6.9006778e-16	7.7445682e-19	7.3659746e-22	6.4895014e-25	6.0720970e-28	7.2748928e-31	1.4036991e-33	5.5944001e-36	5.8095847e-38	1.4605648e-39	1.1343005e-40	1.9568375e-41	4.8453421e-42	4.9917386e-43	8.5649737e+00
2.118e+02	8.6866701e+00	2.0009868e-02	6.5635895e-05	1.9796894e-07	4.9946243e-10	1.0151091e-12	1.6458087e-15	2.1625642e-18	2.4132145e-21	2.4920607e-24	2.7187831e-27	3.7569934e-30	8.2185517e-33	3.6277291e-35	4.0586874e-37	1.0744508e-38	8.5655076e-40	1.4985273e-40	3.7241057e-41	3.8427329e-42	8.7067458e+00
2.229e+02	8.8244117e+00	2.3225222e-02	8.6810355e-05	2.9961139e-07	8.6945908e-10	2.0435194e-12	3.8507736e-15	5.9046418e-18	7.7060230e-21	9.3000368e-24	1.1799290e-26	1.8766855e-29	4.6476160e-32	2.2704706e-34	2.7364353e-36	7.6300437e-38	6.2462167e-39	1.1085171e-39	2.7653003e-40	2.8581281e-41	8.8477241e+00
2.347e+02	8.9608739e+00	2.6870030e-02	1.1410889e-04	4.4927845e-07	1.4949527e-09	4.0502245e-12	8.8416657e-15	1.5769680e-17	2.3993618e-20	3.3740778e-23	4.9652677e-26	9.0703609e-29	2.5392148e-31	1.3717911e-33	1.7807696e-35	5.2310080e-37	4.3990124e-38	7.9217279e-39	1.9838924e-39	2.0540459e-40	8.9878585e+00
2.470e+02	9.0959642e+00	3.0987962e-02	1.4908474e-04	6.6763773e-07	2.5394130e-09	7.9055395e-12	1.9928538e-14	4.1210829e-17	7.2871580e-20	1.1905308e-22	2.0267588e-25	4.2432002e-28	1.3407092e-30	8.0030405e-33	1.1187429e-34	3.4627251e-36	2.9923725e-37	5.4694249e-38	1.3752911e-38	1.4265003e-39	9.1271019e+00
2.600e+02	9.2295903e+00	3.5625279e-02	1.9362456e-04	9.8334536e-07	4.2624794e-09	1.5200370e-11	4.4107331e-14	1.0541809e-16	2.1596656e-19	4.0871122e-22	8.0280010e-25	1.9220316e-27	6.8434892e-30	4.5095457e-32	6.7864472e-34	2.2135731e-35	1.9663411e-36	3.6489172e-37	9.2135897e-38	9.5746973e-39	9.2654102e+00
2.737e+02	9.3616597e+00	4.0830764e-02	2.5000499e-04	1.4357631e-06	7.0714714e-09	2.8798200e-11	9.5891370e-14	2.6405343e-16	6.2481599e-19	1.3657207e-21	3.0870075e-24	8.4332553e-27	3.3781568e-29	2.4549799e-31	3.9759937e-33	1.3667650e-34	1.2484090e-35	2.3526351e-36	5.9660801e-37	6.2121088e-38	9.4027419e+00
2.881e+02	9.4920799e+00	4.6655635e-02	3.2095567e-04	2.0784627e-06	1.1597676e-08	5.3775361e-11	2.0484316e-13	6.4788805e-16	1.7653399e-18	4.4438455e-21	1.1528601e-23	3.5857005e-26	1.6132481e-28	1.2916276e-30	2.2503617e-32	8.1528623e-34	7.6593652e-35	1.4661947e-35	3.7346855e-36	3.8966720e-37	9.5390586e+00
3.033e+02	9.6207579e+00	5.3153415e-02	4.0972859e-04	2.9837005e-06	1.8807910e-08	9.8997932e-11	4.3010694e-13	1.5577541e-15	4.8729285e-18	1.4086165e-20	4.1832341e-23	1.4780161e-25	7.4560598e-28	6.5697229e-30	1.2307931e-31	4.6994321e-33	4.5421349e-34	8.8341257e-35	2.2605418e-35	2.3636294e-36	9.6743240e+00
3.193e+02	9.7476003e+00	6.0379786e-02	5.2017398e-04	4.2480727e-06	3.0165647e-08	1.7972615e-10	8.8794114e-13	3.6715394e-15	1.3146592e-17	4.3516161e-20	1.4754890e-22	5.9087856e-25	3.3364082e-27	3.2317070e-29	6.5069310e-31	2.6182582e-32	2.6041255e-33	5.1471665e-34	1.3233135e-34	1.3867399e-35	9.8085046e+00
3.361e+02	9.8725136e+00	6.8392399e-02	6.5682232e-04	5.9995951e-06	4.7860887e-08	3.2185159e-10	1.8029511e-12	8.4860872e-15	3.4679633e-17	1.3107542e-19	5.0610730e-22	2.2920465e-24	1.4460777e-26	1.5379944e-28	3.3263421e-30	1.4103713e-31	1.4438130e-32	2.9007634e-33	7.4939638e-34	7.8713435e-35	9.9415688e+00
3.538e+02	9.9954037e+00	7.7250663e-02	8.2497228e-04	8.4064791e-06	7.5134168e-08	5.6868985e-10	3.6017574e-12	1.9241379e-14	8.9485159e-17	3.8511906e-19	1.6889978e-21	8.6307960e-24	6.0734214e-26	7.0841076e-28	1.6447755e-29	7.3474942e-31	7.7433393e-32	1.5816521e-32	4.1065239e-33	4.3237186e-34	1.0073488e+01
3.724e+02	1.0116176e+01	8.7015498e-02	1.0307840e-03	1.1687903e-05	1.1672789e-07	9.9171285e-10	7.0813094e-12	4.2814731e-14	2.2595389e-16	1.1042384e-18	5.4864882e-21	3.1563127e-23	2.4728407e-25	3.1593629e-27	7.8695940e-29	3.7031293e-30	4.0183077e-31	8.3461671e-32	2.1780807e-32	2.2990309e-33	1.0204234e+01
3.920e+02	1.0234736e+01	9.7749065e-02	1.2813770e-03	1.6127114e-05	1.7950766e-07	1.7072661e-09	1.3706237e-11	9.3526935e-14	5.5854450e-16	3.0911227e-18	1.7355581e-20	1.1215360e-22	9.7650785e-25	1.3648342e-26	3.6447517e-28	1.8062129e-29	2.0183312e-30	4.2635454e-31	1.1185119e-31	1.1837020e-32	1.0333782e+01
4.127e+02	1.0350988e+01	1.0951446e-01	1.5849319e-03	2.2087202e-05	2.7330797e-07	2.9022471e-09	2.6125477e-11	2.0064293e-13	1.3522005e-15	8.4517518e-18	5.3489038e-20	3.8739590e-22	3.7417252e-24	5.7136504e-26	1.6346461e-27	8.5289013e-29	9.8156674e-30	2.1091109e-30	5.5630257e-31	5.9032090e-32	1.0462110e+01
4.344e+02	1.0464838e+01	1.2237538e-01	1.9507944e-03	3.0029926e-05	4.1207015e-07	4.8730090e-09	4.9055315e-11	4.2287379e-13	3.2073417e-15	2.2581130e-17	1.6068430e-19	1.3014030e-21	1.3918340e-23	2.3189569e-25	7.1022464e-27	3.9003303e-28	4.6235511e-29	1.0106852e-29	2.6805776e-30	2.8525045e-31	1.0589194e+01
4.573e+02	1.0576189e+01	1.3639577e-01	2.3895815e-03	4.0537963e-05	6.1535688e-07	8.0835132e-09	9.0764677e-11	8.7589528e-13	7.4566645e-15	5.8979876e-17	4.7072534e-19	4.2539385e-21	5.0283776e-23	9.1287820e-25	2.9906463e-26	1.7280643e-27	2.1101638e-28	4.6932049e-29	1.2518184e-29	1.3360012e-30	1.0715015e+01
4.813e+02	1.0684947e+01	1.5163946e-01	2.9132857e-03	5.4340959e-05	9.1034543e-07	1.3251110e-08	1.6553441e-10	1.7836163e-12	1.6998570e-14	1.5066461e-16	1.3453940e-18	1.3536359e-20	1.7652280e-22	3.4871734e-24	1.2210052e-25	7.4206162e-27	9.3347596e-28	2.1125875e-28	5.6676613e-29	6.0671510e-30	1.0839555e+01
5.067e+02	1.0791016e+01	1.6816973e-01	3.5353796e-03	7.2345748e-05	1.3344233e-06	2.1471439e-08	2.9766672e-10	3.5719895e-12	3.8011959e-14	3.7657960e-16	3.7533668e-18	4.1952013e-20	6.0244229e-22	1.2932339e-23	4.8355175e-25	3.0897120e-26	4.0040855e-27	9.2216969e-28	2.4887135e-28	2.6725153e-29	1.0962795e+01
5.334e+02	1.0894303e+01	1.8604895e-01	4.2709146e-03	9.5671085e-05	1.9385317e-06	3.4397972e-08	5.2792381e-10	7.0376618e-12	8.3413887e-14	9.2135736e-16	1.0225472e-17	1.2669318e-19	1.9997807e-21	4.6583094e-23	1.8583816e-24	1.2478854e-25	1.6660503e-26	3.9050069e-27	1.0602727e-27	1.1422925e-28	1.1084720e+01
5.614e+02	1.0994712e+01	2.0533809e-01	5.1366154e-03	1.2568717e-04	2.7914286e-06	5.4496897e-08	9.2371447e-10	1.3645964e-11	1.7969460e-13	2.2075540e-15	2.7216776e-17	3.7300288e-19	6.4597078e-21	1.6305498e-22	6.9340965e-24	4.8909675e-25	6.7271773e-26	1.6047801e-26	4.3842891e-27	4.7394122e-28	1.1205315e+01
5.910e+02	1.1092151e+01	2.2609631e-01	6.1509654e-03	1.6406025e-04	3.9850649e-06	8.5404518e-08	1.5949774e-09	2.6048568e-11	3.8016898e-13	5.1819227e-15	7.0807606e-17	1.0711198e-18	2.0315089e-20	5.5488454e-22	2.5130849e-23	1.8610859e-24	2.6370403e-25	6.4027061e-26	1.7603155e-26	1.9095608e-27	1.1324566e+01
6.221e+02	1.1186527e+01	2.4838055e-01	7.3342827e-03	2.1280237e-04	5.6413005e-06	1.3242234e-07	2.7185947e-09	4.8967901e-11	7.9018319e-13	1.1922010e-14	1.8014015e-16	3.0015008e-18	6.2231710e-20	1.8367228e-21	8.8509165e-23	6.8782966e-24	1.0039733e-24	2.4810802e-25	6.8653962e-26	7.4744518e-27	1.1442461e+01
6.549e+02	1.1277751e+01	2.7224498e-01	8.7087844e-03	2.7432649e-04	7.9202029e-06	2.0319476e-07	4.5753942e-09	9.0683702e-11	1.6141751e-12	2.6894757e-14	4.4835735e-16	8.2114535e-18	1.8578197e-19	5.9165333e-21	3.0306540e-22	2.4702001e-23	3.7139354e-24	9.3416800e-25	2.6019646e-25	2.8434126e-26	1.1558987e+01
6.894e+02	1.1365731e+01	2.9774068e-01	1.0298635e-02	3.5150678e-04	1.1030204e-05	3.0862599e-07	7.6054639e-09	1.6549203e-10	3.2419426e-12	5.9514640e-14	1.0922329e-15	2.1942595e-17	5.4076081e-19	1.8556007e-20	1.0093836e-21	8.6241500e-23	1.3354911e-23	3.4189792e-24	9.5868810e-25	1.0517085e-25	1.1674133e+01
7.256e+02	1.1450383e+01	3.2491509e-01	1.2129977e-02	4.4774399e-04	1.5240402e-05	4.6410617e-07	1.2489731e-08	2.9770958e-10	6.4039756e-12	1.2923920e-13	2.6054052e-15	5.7298861e-17	1.5354191e-18	5.6689943e-20	3.2715502e-21	2.9284071e-22	4.6701621e-23	1.2168519e-23	3.4353824e-24	3.7838008e-25	1.1787891e+01
7.639e+02	1.1531619e+01	3.5381167e-01	1.4230950e-02	5.6703557e-04	2.0895326e-05	6.9113273e-07	2.0268688e-08	5.2809489e-10	1.2446267e-11	2.7551987e-13	6.0882745e-15	1.4628374e-16	4.2547880e-18	1.6878836e-19	1.0323690e-20	9.6755824e-22	1.5889083e-22	4.2134044e-23	1.1977832e-23	1.3247159e-24	1.1900250e+01
8.041e+02	1.1609358e+01	3.8446939e-01	1.6631679e-02	7.1405018e-04	2.8432460e-05	1.0194304e-06	3.2512950e-08	9.2399126e-10	2.3808208e-11	5.7686103e-13	1.3943108e-14	3.6529036e-16	1.1512403e-17	4.9000893e-19	3.1732708e-20	3.1121037e-21	5.2618036e-22	1.4199357e-22	4.0651063e-23	4.5150712e-24	1.2011202e+01
8.464e+02	1.1683519e+01	4.1692241e-01	1.9364245e-02	8.9420564e-04	3.8402873e-05	1.4896928e-06	5.1565155e-08	1.5951133e-09	4.4839736e-11	1.1866375e-12	3.1308088e-14	8.9262785e-16	3.0429687e-17	1.3877138e-18	9.5055461e-20	9.7490845e-21	1.6968109e-21	4.6594163e-22	1.3435155e-22	1.4987899e-23	1.2120740e+01
8.910e+02	1.1754026e+01	4.5119967e-01	2.2462636e-02	1.1137499e-03	5.1495233e-05	2.1570895e-06	8.0878749e-08	2.7177637e-09	8.3175659e-11	2.3991639e-12	6.8955312e-14	2.1354456e-15	7.8609860e-17	3.8356464e-18	2.7762048e-19	2.9758330e-20	5.3307734e-21	1.4893944e-21	4.3259168e-22	4.8477379e-23	1.2228856e+01
9.379e+02	1.1820805e+01	4.8732454e-01	2.5962667e-02	1.3798438e-03	6.8563507e-05	3.0957044e-06	1.2548668e-07	4.5714583e-09	1.5200991e-10	4.7693648e-12	1.4902983e-13	5.0036383e-15	1.9856710e-16	1.0352066e-17	7.9092751e-19	8.8550402e-20	1.6323013e-20	4.6397229e-21	1.3575842e-21	1.5284397e-22	1.2335544e+01
9.873e+02	1.1883787e+01	5.2531451e-01	2.9901876e-02	1.7006445e-03	9.0658612e-05	4.4040944e-06	1.9264193e-07	7.5935503e-09	2.7379974e-10	9.3256913e-12	3.1619167e-13	1.1488242e-14	4.9066946e-16	2.7294235e-17	2.1990653e-18	2.5698757e-19	4.8737072e-20	1.4091835e-20	4.1542983e-21	4.6995610e-22	1.2440799e+01
1.039e+03	1.1942904e+01	5.6518089e-01	3.4319396e-02	2.0853882e-03	1.1906419e-04	6.2121763e-06	2.9268262e-07	1.2459592e-08	4.8620585e-10	1.7942371e-11	6.5883114e-13	2.5857108e-14	1.1866447e-15	7.0335448e-17	5.9698093e-18	7.2773840e-19	1.4195907e-19	4.1747012e-20	1.2401103e-20	1.4097928e-21	1.2544615e+01
1.094e+03	1.1998096e+01	6.0692857e-01	3.9255796e-02	2.5444712e-03	1.5533669e-04	8.6896747e-06	4.4018666e-07	2.0199986e-08	8.5147384e-10	3.3979162e-11	1.3487029e-12	5.7075654e-14	2.8099493e-15	1.7723081e-16	1.5830953e-17	2.0117848e-18	4.0355883e-19	1.2068533e-19	3.6128042e-20	4.1279218e-21	1.2646989e+01
1.152e+03	1.2049305e+01	6.5055585e-01	4.4752906e-02	3.0895267e-03	2.0134975e-04	1.2056376e-05	6.5549526e-07	3.2367107e-08	1.4710310e-09	6.3362530e-11	2.7136016e-12	1.2360883e-13	6.5180267e-15	4.3688388e-16	4.1027972e-17	5.4316463e-18	1.1201738e-18	3.4059891e-19	1.0276367e-19	1.1802515e-20	1.2747917e+01
1.212e+03	1.2096477e+01	6.9605418e-01	5.0853601e-02	3.7334964e-03	2.5934298e-04	1.6594450e-05	9.6670050e-07	5.1271633e-08	2.5078675e-09	1.1638302e-10	5.3682153e-12	2.6275811e-13	1.4817157e-14	1.0540295e-15	1.0396327e-16	1.4329298e-17	3.0373374e-18	9.3881407e-19	2.8551902e-19	3.2966488e-20	1.2847396e+01
1.276e+03	1.2139566e+01	7.4340805e-01	5.7601576e-02	4.4906954e-03	3.3197478e-04	2.2663107e-05	1.4122092e-06	8.0312577e-08	4.2203644e-09	2.1063546e-10	1.0445550e-11	5.4846429e-13	3.3024284e-14	2.4899771e-15	2.5769473e-16	3.6953904e-17	8.0486497e-18	2.5284283e-18	7.7520910e-19	8.9993859e-20	1.2945423e+01
1.343e+03	1.2178529e+01	7.9259503e-01	6.5041091e-02	5.3768674e-03	4.2237926e-04	3.0715857e-05	2.0440146e-06	1.2443242e-07	7.0127069e-09	3.7575340e-10	1.9999124e-11	1.1246072e-12	7.2195083e-14	5.7621860e-15	6.2510623e-16	9.3204072e-17	2.0852953e-17	6.6564535e-18	2.0576857e-18	2.4020434e-19	1.3041997e+01
1.414e+03	1.2213327e+01	8.4358555e-01	7.3216694e-02	6.4092302e-03	5.3422642e-04	4.1320638e-05	2.9318243e-06	1.9073716e-07	1.1508988e-08	6.6091549e-10	3.7690046e-11	2.2661335e-12	1.5487123e-13	1.3068316e-14	1.4846353e-15	2.3000868e-16	5.2846688e-17	1.7137271e-17	5.3419492e-18	6.2713455e-19	1.3137117e+01
